index,id_species,species_group,species_name,Images
40,1393425,Lamium,Lamium_maculatum,2111.0
41,1393423,Lamium,Lamium_album,2092.0
42,1398592,Perovskia,Perovskia_atriplicifolia,1999.0
43,1408961,Schefflera,Schefflera_arboricola,1975.0
44,1358133,Sedum,Sedum_sediforme,1965.0
45,1358766,Lavandula,Lavandula_stoechas,1918.0
46,1361656,Ophrys,Ophrys_apifera,1881.0
47,1384485,Cucurbita,Cucurbita_pepo,1802.0
48,1356257,Melilotus,Melilotus_albus,1725.0
49,1358689,Hypericum,Hypericum_androsaemum,1700.0
50,1394382,Anemone,Anemone_alpina,1686.0
51,1359498,Trifolium,Trifolium_incarnatum,1652.0
52,1362490,Sedum,Sedum_rupestre,1630.0
53,1357635,Helminthotheca,Helminthotheca_echioides,1615.0
54,1355990,Mercurialis,Mercurialis_annua,1532.0
55,1363336,Smilax,Smilax_aspera,1478.0
56,1396824,Tradescantia,Tradescantia_virginiana,1402.0
57,1400100,Barbarea,Barbarea_vulgaris,1341.0
58,1418146,Fittonia,Fittonia_albivenis,1322.0
59,1356075,Tradescantia,Tradescantia_fluminensis,1302.0
60,1356382,Dryopteris,Dryopteris_filix-mas,1292.0
61,1360978,Pancratium,Pancratium_maritimum,1292.0
62,1363764,Acacia,Acacia_dealbata,1286.0
63,1394454,Pelargonium,Pelargonium_inquinans,1279.0
64,1364159,Tagetes,Tagetes_patula,1262.0
65,1393393,Kniphofia,Kniphofia_uvaria,1212.0
66,1362294,Epipactis,Epipactis_helleborine,1168.0
67,1409295,Nandina,Nandina_domestica,1157.0
68,1369960,Tradescantia,Tradescantia_spathacea,1155.0
69,1359669,Nymphaea,Nymphaea_alba,1132.0
70,1355978,Pelargonium,Pelargonium_zonale,1115.0
71,1391483,Cucurbita,Cucurbita_maxima,1113.0
72,1394404,Papaver,Papaver_orientale,1094.0
73,1398515,Hypericum,Hypericum_x_hidcoteense,1045.0
74,1356111,Lamium,Lamium_amplexicaule,1032.0
75,1360671,Chaerophyllum,Chaerophyllum_temulum,994.0
76,1391192,Cirsium,Cirsium_eriophorum,983.0
77,1390637,Calendula,Calendula_arvensis,937.0
78,1359625,Althaea,Althaea_officinalis,932.0
79,1364172,Lactuca,Lactuca_sativa,928.0
80,1360998,Anthericum,Anthericum_liliago,926.0
81,1391652,Daphne,Daphne_mezereum,915.0
82,1360588,Daphne,Daphne_gnidium,914.0
83,1359488,Trifolium,Trifolium_campestre,906.0
84,1361759,Cirsium,Cirsium_palustre,891.0
85,1356126,Lavandula,Lavandula_dentata,882.0
86,1358605,Mercurialis,Mercurialis_perennis,866.0
87,1391226,Cirsium,Cirsium_oleraceum,853.0
88,1360153,Anemone,Anemone_coronaria,847.0
89,1398128,Sedum,Sedum_palmeri,832.0
90,1358751,Lamium,Lamium_hybridum,827.0
91,1360590,Daphne,Daphne_laureola,827.0
92,1359485,Trifolium,Trifolium_arvense,812.0
93,1394489,Anemone,Anemone_pulsatilla,810.0
94,1393792,Melilotus,Melilotus_officinalis,790.0
95,1363737,Trifolium,Trifolium_dubium,778.0
96,1358105,Sedum,Sedum_dasyphyllum,776.0
97,1421021,Sedum,Sedum_palmeri,760.0
98,1357677,Lactuca,Lactuca_muralis,715.0
99,1363749,Melilotus,Melilotus_indicus,708.0
100,1356421,Nephrolepis,Nephrolepis_exaltata,688.0
101,1363490,Phalaris,Phalaris_arundinacea,679.0
102,1420863,Kniphofia,Kniphofia_uvaria,672.0
103,1363699,Lupinus,Lupinus_angustifolius,662.0
104,1358150,Alliaria,Alliaria_petiolata,652.0
105,1397420,Lactuca,Lactuca_perennis,641.0
106,1418547,Sedum,Sedum_morganianum,630.0
107,1392695,Hebe,Hebe_salicifolia,628.0
108,1529081,Sedum,Sedum_adolphii,625.0
109,1409292,Dendrobium,Dendrobium_nobile,616.0
110,1360811,Thapsia,Thapsia_villosa,608.0
111,1397312,Anemone,Anemone_ranunculoides,599.0
112,1356692,Lithodora,Lithodora_fruticosa,593.0
113,1394504,Anemone,Anemone_sylvestris,591.0
114,1398444,Anemone,Anemone_blanda,569.0
115,1393449,Lathraea,Lathraea_clandestina,565.0
116,1362954,Schefflera,Schefflera_actinophylla,541.0
117,1359197,Galega,Galega_officinalis,536.0
118,1392777,Hippophae,Hippophae_rhamnoides,526.0
119,1402921,Peperomia,Peperomia_obtusifolia,522.0
120,1396708,Metasequoia,Metasequoia_glyptostroboides,514.0
121,1363129,Papaver,Papaver_dubium,514.0
122,1397303,Adenostyles,Adenostyles_alpina,501.0
123,1393466,Lavandula,Lavandula_latifolia,476.0
124,1361666,Ophrys,Ophrys_scolopax,451.0
125,1420795,Alocasia,Alocasia_sanderiana,448.0
126,1391953,Epipactis,Epipactis_atrorubens,445.0
127,1363110,Anemone,Anemone_hortensis,440.0
128,1529328,Sedum,Sedum_rubrotinctum,440.0
129,1393725,Maianthemum,Maianthemum_bifolium,435.0
130,1393946,Neotinea,Neotinea_ustulata,433.0
131,1355868,Lactuca,Lactuca_virosa,422.0
132,1391797,Dryas,Dryas_octopetala,413.0
133,1359525,Trifolium,Trifolium_stellatum,413.0
134,1359483,Trifolium,Trifolium_angustifolium,411.0
135,1399145,Cucurbita,Cucurbita_moschata,407.0
136,1399783,Schefflera,Schefflera_actinophylla,404.0
137,1394120,Ophrys,Ophrys_fuciflora,397.0
138,1356428,Osmunda,Osmunda_regalis,390.0
139,1363021,Cenchrus,Cenchrus_setaceus,387.0
140,1394399,Papaver,Papaver_alpinum,384.0
141,1361024,Butomus,Butomus_umbellatus,380.0
142,1356420,Nephrolepis,Nephrolepis_cordifolia,378.0
143,1393414,Lactuca,Lactuca_alpina,378.0
144,1357705,Limbarda,Limbarda_crithmoides,366.0
145,1356816,Vaccaria,Vaccaria_hispanica,366.0
146,1396843,Trifolium,Trifolium_alpinum,365.0
147,1393250,Hypericum,Hypericum_maculatum,363.0
148,1398326,Calycanthus,Calycanthus_floridus,360.0
149,1408045,Alocasia,Alocasia_macrorrhizos,350.0
150,1393450,Lathraea,Lathraea_squamaria,342.0
151,1413755,Sedum,Sedum_spathulifolium,335.0
152,1409215,Peperomia,Peperomia_caperata,334.0
153,1398111,Adenostyles,Adenostyles_alliariae,331.0
154,1357379,Carthamus,Carthamus_lanatus,328.0
155,1397351,Cirsium,Cirsium_acaulon,328.0
156,1497667,Tradescantia,Tradescantia_sillamontana,326.0
157,1363778,Acacia,Acacia_retinodes,325.0
158,1396165,Sedum,Sedum_sexangulare,324.0
159,1363871,Barbarea,Barbarea_verna,321.0
160,1529107,Sedum,Sedum_burrito,320.0
161,1397387,Fragaria,Fragaria_viridis,319.0
162,1389307,Sedum,Sedum_pachyphyllum,314.0
163,1358700,Hypericum,Hypericum_hirsutum,309.0
164,1391963,Epipactis,Epipactis_palustris,307.0
165,1397514,Trifolium,Trifolium_medium,306.0
166,1361847,Casuarina,Casuarina_cunninghamiana,305.0
167,1361850,Trifolium,Trifolium_rubens,304.0
168,1667445,Fragaria,Fragaria_x_ananassa,303.0
169,1362927,Tradescantia,Tradescantia_pallida,303.0
170,1360555,Hyoscyamus,Hyoscyamus_niger,302.0
171,1405685,Acalypha,Acalypha_wilkesiana,299.0
172,1397313,Angelica,Angelica_archangelica,298.0
173,1396713,Telekia,Telekia_speciosa,296.0
174,1359622,Althaea,Althaea_cannabina,294.0
175,1394073,Ophrys,Ophrys_aranifera,293.0
176,1360550,Hyoscyamus,Hyoscyamus_albus,293.0
177,1363451,Secale,Secale_cereale,292.0
178,1363126,Papaver,Papaver_argemone,291.0
179,1391112,Chaerophyllum,Chaerophyllum_hirsutum,291.0
180,1402920,Peperomia,Peperomia_magnoliifolia,289.0
181,1389297,Cereus,Cereus_jamacaru,287.0
182,1409185,Aphelandra,Aphelandra_squarrosa,285.0
183,1389231,Phedimus,Phedimus_spurius,276.0
184,1392654,Gomphocarpus,Gomphocarpus_physocarpus,276.0
185,1372016,Morinda,Morinda_citrifolia,274.0
186,1361663,Ophrys,Ophrys_lutea,273.0
187,1397352,Cirsium,Cirsium_spinosissimum,273.0
188,1392094,Erucastrum,Erucastrum_incanum,272.0
189,1402926,Peperomia,Peperomia_serpens,267.0
190,1419334,Liriope,Liriope_muscari,256.0
191,1397311,Anemone,Anemone_narcissiflora,254.0
192,1398513,Hypericum,Hypericum_patulum,252.0
193,1362516,Ophrys,Ophrys_insectifera,251.0
194,1385701,Couroupita,Couroupita_guianensis,251.0
195,1412661,Maianthemum,Maianthemum_racemosum,248.0
196,1397403,Honckenya,Honckenya_peploides,245.0
197,1432786,Calendula,Calendula_arvensis,236.0
198,1405641,Asystasia,Asystasia_gangetica,235.0
199,1359508,Trifolium,Trifolium_montanum,235.0
200,1364165,Carthamus,Carthamus_tinctorius,233.0
201,1359497,Trifolium,Trifolium_hybridum,233.0
202,1358108,Sedum,Sedum_forsterianum,232.0
203,1412659,Maianthemum,Maianthemum_canadense,231.0
204,1488171,Selenicereus,Selenicereus_anthonyanus,227.0
205,1391649,Daphne,Daphne_cneorum,226.0
206,1389921,Erechtites,Erechtites_hieraciifolius,225.0
207,1391209,Cirsium,Cirsium_heterophyllum,225.0
208,1394513,Anemone,Anemone_vernalis,225.0
209,1389044,Lactuca,Lactuca_plumieri,221.0
210,1364000,Duchesnea,Duchesnea_indica,219.0
211,1394453,Pelargonium,Pelargonium_x_hybridum,219.0
212,1360759,Meum,Meum_athamanticum,214.0
213,1391868,Empetrum,Empetrum_nigrum,213.0
214,1361745,Myosoton,Myosoton_aquaticum,212.0
215,1359519,Trifolium,Trifolium_resupinatum,210.0
216,1393846,Moehringia,Moehringia_ciliata,205.0
217,1359486,Trifolium,Trifolium_aureum,205.0
218,1355959,Pelargonium,Pelargonium_peltatum,203.0
219,1529265,Sedum,Sedum_nussbaumerianum,202.0
220,1419173,Loropetalum,Loropetalum_chinense,201.0
221,1363613,Sedum,Sedum_hispanicum,201.0
222,1419923,Peperomia,Peperomia_argyreia,199.0
223,1363750,Melilotus,Melilotus_officinalis,198.0
224,1409216,Peperomia,Peperomia_obtusifolia,194.0
225,1394759,Anthericum,Anthericum_ramosum,191.0
226,1414058,Tradescantia,Tradescantia_ohiensis,185.0
227,1408688,Acalypha,Acalypha_hispida,184.0
228,1396842,Trifolium,Trifolium_alpestre,183.0
229,1398041,Neotinea,Neotinea_tridentata,183.0
230,1411524,Conoclinium,Conoclinium_coelestinum,181.0
231,1389230,Phedimus,Phedimus_aizoon,177.0
232,1412337,Anemone,Anemone_canadensis,175.0
233,1362434,Centranthus,Centranthus_angustifolius,175.0
234,1413002,Aralia,Aralia_nudicaulis,173.0
235,1391529,Cytinus,Cytinus_hypocistis,171.0
236,1422105,Tradescantia,Tradescantia_zebrina,169.0
237,1397551,Trifolium,Trifolium_badium,169.0
238,1411834,Duchesnea,Duchesnea_indica,168.0
239,1358710,Hypericum,Hypericum_tetrapterum,167.0
240,1397209,Viscaria,Viscaria_vulgaris,166.0
241,1356278,Trifolium,Trifolium_fragiferum,165.0
242,1362582,Freesia,Freesia_refracta,165.0
243,1400081,Adonis,Adonis_vernalis,164.0
244,1488026,Pilosocereus,Pilosocereus_pachycladus,163.0
245,1357652,Hyoseris,Hyoseris_radiata,161.0
246,1400478,Nephrolepis,Nephrolepis_biserrata,161.0
247,1418140,Lithops,Lithops_pseudotruncatella,160.0
248,1376726,Peperomia,Peperomia_pellucida,160.0
249,1405686,Breynia,Breynia_disticha,160.0
250,1412418,Lamium,Lamium_maculatum,158.0
251,1361891,Falcaria,Falcaria_vulgaris,157.0
252,1503981,Cirsium,Cirsium_palustre,156.0
253,1389442,Atocion,Atocion_rupestre,156.0
254,1394394,Anemone,Anemone_apennina,155.0
255,1394164,Ophrys,Ophrys_passionis,152.0
256,1398480,Clethra,Clethra_alnifolia,151.0
257,1395391,Holodiscus,Holodiscus_discolor,150.0
258,1361508,Oncostema,Oncostema_peruviana,150.0
259,1362489,Sedum,Sedum_anglicum,148.0
260,1393933,Narthecium,Narthecium_ossifragum,147.0
261,1412699,Mertensia,Mertensia_virginica,147.0
262,1398567,Smilax,Smilax_rotundifolia,146.0
263,1358519,Acalypha,Acalypha_virginica,145.0
264,1371691,Mussaenda,Mussaenda_erythrophylla,144.0
265,1529124,Sedum,Sedum_clavatum,144.0
266,1361660,Ophrys,Ophrys_fusca,143.0
267,1360148,Adonis,Adonis_annua,143.0
268,1420496,Mussaenda,Mussaenda_philippica,143.0
269,1391193,Cirsium,Cirsium_erisithales,142.0
270,1384499,Lagenaria,Lagenaria_siceraria,142.0
271,1358699,Hypericum,Hypericum_hircinum,141.0
272,1403967,Cereus,Cereus_hexagonus,139.0
273,1396133,Diascia,Diascia_rigescens,137.0
274,1363127,Papaver,Papaver_hybridum,136.0
275,1438352,Smilax,Smilax_bona-nox,136.0
276,1397585,Freesia,Freesia_alba,135.0
277,1409191,Gynura,Gynura_aurantiaca,135.0
278,1358701,Hypericum,Hypericum_humifusum,134.0
279,1361672,Ophrys,Ophrys_tenthredinifera,132.0
280,1394082,Ophrys,Ophrys_bertolonii,132.0
281,1396143,Sedum,Sedum_sarmentosum,132.0
282,1363770,Acacia,Acacia_mearnsii,131.0
283,1393654,Lupinus,Lupinus_arboreus,131.0
284,1408037,Alocasia,Alocasia_cucullata,131.0
285,1360835,Centranthus,Centranthus_calcitrapae,131.0
286,1363769,Acacia,Acacia_longifolia,130.0
287,1419115,Pelargonium,Pelargonium_x_hortorum,129.0
288,1396156,Sedum,Sedum_kamtschaticum,129.0
289,1361668,Ophrys,Ophrys_speculum,129.0
290,1393418,Lactuca,Lactuca_viminea,128.0
291,1391235,Cirsium,Cirsium_rivulare,127.0
292,1363117,Tradescantia,Tradescantia_cerinthoides,126.0
293,1383149,Casuarina,Casuarina_equisetifolia,124.0
294,1360618,Berula,Berula_erecta,124.0
295,1406486,Kigelia,Kigelia_africana,123.0
296,1643491,Peperomia,Peperomia_ferreyrae,123.0
297,1392689,Hebe,Hebe_andersonii,121.0
298,1392658,Guizotia,Guizotia_abyssinica,121.0
299,1643184,Peperomia,Peperomia_albovittata,121.0
300,1529242,Sedum,Sedum_makinoi,121.0
301,1394405,Papaver,Papaver_pseudoorientale,120.0
302,1364158,Tagetes,Tagetes_minuta,120.0
303,1364161,Calendula,Calendula_arvensis,120.0
304,1408788,Trimezia,Trimezia_martinicensis,118.0
305,1396161,Sedum,Sedum_ochroleucum,118.0
306,1358112,Sedum,Sedum_hirsutum,116.0
307,1356003,Phyllanthus,Phyllanthus_tenellus,115.0
308,1408869,Cereus,Cereus_repandus,114.0
309,1360147,Adonis,Adonis_aestivalis,114.0
310,1418546,Sedum,Sedum_lineare,114.0
311,1389294,Nephrolepis,Nephrolepis_cordifolia,112.0
312,1357506,Cirsium,Cirsium_monspessulanum,112.0
313,1402925,Peperomia,Peperomia_rotundifolia,112.0
314,1643866,Peperomia,Peperomia_polybotrya,108.0
315,1406863,Acalypha,Acalypha_indica,108.0
316,1550692,Pelargonium,Pelargonium_x_hortorum,107.0
317,1385700,Barringtonia,Barringtonia_asiatica,107.0
318,1363491,Phalaris,Phalaris_canariensis,107.0
319,1398447,Aralia,Aralia_elata,106.0
320,1646149,Hebe,Hebe_andersonii,106.0
321,1356901,Moehringia,Moehringia_trinervia,106.0
322,1399231,Lamium,Lamium_orvala,105.0
323,1391530,Cytinus,Cytinus_ruber,104.0
324,1389553,Acacia,Acacia_melanoxylon,104.0
325,1356469,Achyranthes,Achyranthes_aspera,103.0
326,1432783,Lactuca,Lactuca_virosa,103.0
327,1358101,Sedum,Sedum_caeruleum,101.0
328,1397556,Freesia,Freesia_refracta,101.0
329,1413391,Pyracantha,Pyracantha_coccinea,101.0
330,1358103,Sedum,Sedum_cepaea,99.0
331,1395721,Sagittaria,Sagittaria_latifolia,99.0
332,1516297,Othonna,Othonna_capensis,99.0
333,1419091,Lycoris,Lycoris_squamigera,99.0
334,1357331,Calendula,Calendula_stellata,99.0
335,1392096,Erucastrum,Erucastrum_nasturtiifolium,98.0
336,1393789,Melilotus,Melilotus_altissimus,96.0
337,1389630,Perovskia,Perovskia_abrotanoides,95.0
338,1376366,Triadica,Triadica_sebifera,95.0
339,1393850,Moehringia,Moehringia_muscosa,94.0
340,1393980,Nymphaea,Nymphaea_candida,94.0
341,1529212,Sedum,Sedum_japonicum,94.0
342,1393254,Hypericum,Hypericum_pulchrum,93.0
343,1393981,Nymphoides,Nymphoides_peltata,92.0
344,1398274,Adenostyles,Adenostyles_leucophylla,92.0
345,1394498,Anemone,Anemone_rubra,91.0
346,1375966,Phyllanthus,Phyllanthus_amarus,90.0
347,1419077,Lycoris,Lycoris_radiata,90.0
348,1363700,Lupinus,Lupinus_luteus,88.0
349,1392361,Fragaria,Fragaria_moschata,86.0
350,1391110,Chaerophyllum,Chaerophyllum_aureum,86.0
351,1359518,Trifolium,Trifolium_purpureum,85.0
352,1389492,Tagetes,Tagetes_tenuifolia,84.0
353,1397305,Alcea,Alcea_biennis,84.0
354,1363703,Lupinus,Lupinus_albus,83.0
355,1393968,Noccaea,Noccaea_rotundifolia,83.0
356,1358749,Lamium,Lamium_flexuosum,83.0
357,1401735,Phyllanthus,Phyllanthus_urinaria,83.0
358,1358132,Sedum,Sedum_rubens,82.0
359,1397491,Sedum,Sedum_atratum,82.0
360,1390957,Carthamus,Carthamus_mitissimus,82.0
361,1392653,Gomphocarpus,Gomphocarpus_fruticosus,82.0
362,1402811,Crotalaria,Crotalaria_retusa,81.0
363,1408979,Fragaria,Fragaria_chiloensis,81.0
364,1398469,Ophrys,Ophrys_virescens,81.0
365,1412833,Nymphaea,Nymphaea_odorata,80.0
366,1395722,Sagittaria,Sagittaria_sagittifolia,80.0
367,1394455,Pelargonium,Pelargonium_peltatum,80.0
368,1411760,Diervilla,Diervilla_lonicera,79.0
369,1358099,Sedum,Sedum_brevifolium,79.0
370,1618661,Dendrobium,Dendrobium_victoriae-reginae,79.0
371,1391648,Daphne,Daphne_alpina,79.0
372,1396159,Sedum,Sedum_mexicanum,79.0
373,1464459,Anthurium,Anthurium_clarinervium,79.0
374,1397598,Cobaea,Cobaea_scandens,78.0
375,1393257,Hypericum,Hypericum_richeri,77.0
376,1356076,Tradescantia,Tradescantia_zebrina,76.0
377,1408041,Alocasia,Alocasia_longiloba,76.0
378,1408557,Pongamia,Pongamia_pinnata,76.0
379,1418191,Lithops,Lithops_spp.,75.0
380,1412889,Osmunda,Osmunda_claytoniana,73.0
381,1412697,Mertensia,Mertensia_maritima,72.0
382,1497434,Cyanotis,Cyanotis_somaliensis,72.0
383,1358760,Lavandula,Lavandula_multifida,72.0
384,1400104,Acacia,Acacia_baileyana,71.0
385,1412946,Papaver,Papaver_nudicaule,71.0
386,1418984,Lupinus,Lupinus_albifrons,71.0
387,1408874,Bismarckia,Bismarckia_nobilis,71.0
388,1408490,Pereskia,Pereskia_grandifolia,71.0
389,1412410,Anemone,Anemone_virginiana,70.0
390,1412662,Maianthemum,Maianthemum_stellatum,70.0
391,1389567,Acacia,Acacia_saligna,69.0
392,1399920,Angelica,Angelica_atropurpurea,67.0
393,1414275,Barbarea,Barbarea_orthoceras,67.0
394,1411832,Dryopteris,Dryopteris_intermedia,66.0
395,1397349,Chaerophyllum,Chaerophyllum_bulbosum,65.0
396,1664348,Hepatica,Hepatica_nobilis,64.0
397,1464088,Alocasia,Alocasia_zebrina,63.0
398,1513142,Lactuca,Lactuca_alpina,62.0
399,1358706,Hypericum,Hypericum_perfoliatum,62.0
400,1408214,Hypericum,Hypericum_lanceolatum,62.0
401,1420896,Zamia,Zamia_furfuracea,62.0
402,1389966,Cenchrus,Cenchrus_longisetus,61.0
403,1420792,Daphne,Daphne_odora,61.0
404,1392365,Freesia,Freesia_x_hybrida,61.0
405,1413757,Sedum,Sedum_ternatum,61.0
406,1398608,Nothofagus,Nothofagus_antarctica,61.0
407,1393823,Mercurialis,Mercurialis_tomentosa,60.0
408,1409195,Pereskia,Pereskia_aculeata,60.0
409,1370279,Gymnosporia,Gymnosporia_putterlickioides,60.0
410,1403826,Pereskia,Pereskia_bleo,60.0
411,1359530,Trifolium,Trifolium_tomentosum,59.0
412,1408738,Strongylodon,Strongylodon_macrobotrys,59.0
413,1389308,Sedum,Sedum_dendroideum,59.0
414,1434011,Liriope,Liriope_muscari,59.0
415,1420787,Alocasia,Alocasia_odora,59.0
416,1420781,Alocasia,Alocasia_micholitziana,59.0
417,1391250,Cirsium,Cirsium_tuberosum,58.0
418,1435260,Aralia,Aralia_spinosa,58.0
419,1394383,Pancratium,Pancratium_illyricum,57.0
420,1363772,Acacia,Acacia_pycnantha,57.0
421,1400471,Bocoa,Bocoa_prouacensis,56.0
422,1358704,Hypericum,Hypericum_montanum,55.0
423,1409296,Nymphaea,Nymphaea_nouchali,54.0
424,1402924,Peperomia,Peperomia_quadrangularis,54.0
425,1394995,Pyracantha,Pyracantha_rogersiana,53.0
426,1390956,Carthamus,Carthamus_carduncellus,52.0
427,1394143,Ophrys,Ophrys_lupercalis,52.0
428,1409746,Lactuca,Lactuca_floridana,52.0
429,1514035,Leucophyta,Leucophyta_brownii,52.0
430,1643887,Peperomia,Peperomia_prostrata,51.0
431,1359510,Trifolium,Trifolium_ochroleucon,51.0
432,1412413,Lactuca,Lactuca_canadensis,51.0
433,1391805,Dryopteris,Dryopteris_carthusiana,50.0
434,1419086,Garrya,Garrya_elliptica,50.0
435,1375965,Phyllanthus,Phyllanthus_acidus,50.0
436,1408421,Acacia,Acacia_heterophylla,50.0
437,1392601,Geropogon,Geropogon_hybridus,49.0
438,1394313,Oreopteris,Oreopteris_limbosperma,48.0
439,1393294,Dierama,Dierama_pulcherrimum,48.0
440,1356380,Dryopteris,Dryopteris_affinis,48.0
441,1398830,Tetraclinis,Tetraclinis_articulata,47.0
442,1398130,Hypericum,Hypericum_olympicum,47.0
443,1376703,Petiveria,Petiveria_alliacea,47.0
444,1413013,Aralia,Aralia_racemosa,46.0
445,1363463,Cenchrus,Cenchrus_ciliaris,46.0
446,1392093,Erucastrum,Erucastrum_gallicum,46.0
447,1419807,Vanilla,Vanilla_planifolia,45.0
448,1394396,Anemone,Anemone_baldensis,45.0
449,1398355,Ophrys,Ophrys_araneola,45.0
450,1406426,Crotalaria,Crotalaria_pallida,45.0
451,1359495,Trifolium,Trifolium_hirtum,45.0
452,1402423,Anthurium,Anthurium_hookeri,44.0
453,1391762,Dorotheanthus,Dorotheanthus_bellidiformis,44.0
454,1394508,Anemone,Anemone_trifolia,44.0
455,1391326,Collomia,Collomia_grandiflora,44.0
456,1436922,Prosopis,Prosopis_glandulosa,44.0
457,1405061,Cryptostegia,Cryptostegia_madagascariensis,43.0
458,1514627,Melampodium,Melampodium_divaricatum,43.0
459,1416509,Nepenthes,Nepenthes_vieillardii,43.0
460,1360427,Oldenlandia,Oldenlandia_corymbosa,43.0
461,1373530,Gynura,Gynura_aurantiaca,42.0
462,1379513,Hypericum,Hypericum_annulatum,42.0
463,1393965,Noccaea,Noccaea_caerulescens,42.0
464,1418665,Rumohra,Rumohra_adiantiformis,42.0
465,1422712,Pelargonium,Pelargonium_grandiflorum,41.0
466,1359528,Trifolium,Trifolium_subterraneum,41.0
467,1393253,Hypericum,Hypericum_nummularium,41.0
468,1363489,Phalaris,Phalaris_aquatica,40.0
469,1393537,Limnanthes,Limnanthes_douglasii,40.0
470,1391654,Daphne,Daphne_striata,39.0
471,1529305,Sedum,Sedum_praealtum,39.0
472,1418655,Dryopteris,Dryopteris_erythrosora,39.0
473,1608027,Nothofagus,Nothofagus_dombeyi,39.0
474,1362385,Thesium,Thesium_humifusum,39.0
475,1362435,Centranthus,Centranthus_lecoqii,39.0
476,1411687,Dalea,Dalea_purpurea,39.0
477,1384497,Luffa,Luffa_acutangula,38.0
478,1394401,Papaver,Papaver_croceum,38.0
479,1441410,Cirsium,Cirsium_texanum,38.0
480,1394072,Ophrys,Ophrys_arachnitiformis,37.0
481,1392690,Hebe,Hebe_brachysiphon,36.0
482,1408401,Nephrolepis,Nephrolepis_abrupta,36.0
483,1663381,Anemone,Anemone_tomentosa,36.0
484,1393945,Neotinea,Neotinea_lactea,36.0
485,1409642,Fittonia,Fittonia_albivenis,36.0
486,1568914,Acacia,Acacia_saligna,36.0
487,1357681,Lactuca,Lactuca_saligna,35.0
488,1379556,Mussaenda,Mussaenda_philippica,35.0
489,1421001,Pelargonium,Pelargonium_spp.,35.0
490,1373151,Pelargonium,Pelargonium_alchemilloides,35.0
491,1397841,Anemone,Anemone_pratensis,35.0
492,1393245,Hypericum,Hypericum_elodes,35.0
493,1394128,Ophrys,Ophrys_incubacea,35.0
494,1362080,Nymphaea,Nymphaea_lotus,34.0
495,1643553,Peperomia,Peperomia_graveolens,34.0
496,1529205,Sedum,Sedum_hernandezii,34.0
497,1419598,Nothofagus,Nothofagus_pumilio,34.0
498,1363872,Barbarea,Barbarea_intermedia,34.0
499,1433158,Hypericum,Hypericum_hypericoides,34.0
500,1359332,Lupinus,Lupinus_micranthus,34.0
501,1399384,Rhodothamnus,Rhodothamnus_chamaecistus,34.0
502,1441349,Cirsium,Cirsium_altissimum,33.0
503,1397379,Eritrichium,Eritrichium_nanum,33.0
504,1411833,Dryopteris,Dryopteris_marginalis,33.0
505,1398333,Phyllanthus,Phyllanthus_niruri,33.0
506,1360808,Thapsia,Thapsia_garganica,33.0
507,1391809,Dryopteris,Dryopteris_dilatata,33.0
508,1358096,Sedum,Sedum_amplexicaule,32.0
509,1464075,Alocasia,Alocasia_reginula,32.0
510,1401737,Sagotia,Sagotia_racemosa,32.0
